shot_id_number,is_goal
1.0,0.5581526955559653
8.0,0.03689669874366652
20.0,0.25540527590732043
22.0,0.5826798709563532
33.0,0.5307727335160004
35.0,0.116328161901259
36.0,0.957887928286804
37.0,0.8078717309717687
38.0,0.2804664720366731
45.0,0.3803957416291732
50.0,0.38864929521860936
55.0,0.08066981217016655
60.0,0.4775405240118411
62.0,0.7892513888577912
66.0,0.07875075224812594
67.0,0.5981790587977595
71.0,0.39800277416525454
72.0,0.0011235442545335372
76.0,0.1502714855423667
80.0,0.4642237592121133
85.0,0.17711357454082244
86.0,0.5932708932983963
87.0,0.3648810050556093
92.0,0.34404018142456627
95.0,0.3872785787843389
104.0,0.7152395239140279
113.0,0.3755895323751238
122.0,0.6483311095461686
123.0,0.3398334933593369
126.0,0.25579944932088283
133.0,0.5134004435338735
134.0,0.5887152089402541
141.0,0.4498249544460013
144.0,0.49560721903651905
150.0,0.39236843056062126
152.0,0.44765879964643224
153.0,0.7690548997398463
156.0,0.4496664826090695
165.0,0.3753681956231423
172.0,0.7511021961242215
182.0,0.6797760771792055
192.0,0.42557849431208483
193.0,0.6916491493655008
196.0,0.3343605218468627
202.0,0.3609268855784062
205.0,0.06442518132589908
210.0,0.4636168430639408
211.0,-0.14073142697572655
257.0,0.34418141572172667
260.0,-0.001046051133292869
262.0,0.5756058822518616
264.0,0.3238239686265503
267.0,0.6689858653146924
279.0,0.9002168221516476
282.0,0.2722226612163965
293.0,0.1637208013114585
299.0,0.8516274082363814
300.0,0.2800041555160325
301.0,0.07552830596140891
317.0,0.4365262203575422
327.0,0.3459635202387752
328.0,0.3572428634902857
335.0,0.2934929874081017
346.0,0.7559751813204881
348.0,0.46399303345846454
360.0,0.672560703181835
365.0,0.6237676062360733
382.0,0.342086876922929
390.0,0.6282267494358711
391.0,0.5296116813761318
392.0,-0.06967508992910648
397.0,0.7579814131106521
417.0,0.6408336173520158
418.0,0.20504698320201376
420.0,0.3460910952752024
428.0,0.3513824364207025
429.0,0.232436349277598
434.0,0.3538833146612652
440.0,0.4209500816955216
451.0,0.3799473248803959
456.0,0.6049711164693049
459.0,0.6299145195728508
472.0,0.3287694434059024
480.0,0.3214491984198806
491.0,0.2122566350603812
497.0,0.42495297738121374
509.0,0.4745864414422407
511.0,0.37326562199541735
523.0,0.10013636593856184
533.0,0.3839301160543032
544.0,0.3015289954080217
546.0,0.5511083278720703
552.0,0.3907323815890142
558.0,0.5904900549068308
560.0,-0.07809956871162732
568.0,0.047847571609661854
571.0,0.5164195187837368
573.0,0.455377263129181
576.0,0.6671823998630311
578.0,0.35483867157962085
591.0,0.3561134211894053
596.0,0.2444145205692075
597.0,0.4421646542371439
601.0,0.6308615946065328
605.0,0.214071405444698
617.0,0.5484710265647733
625.0,0.398301836131745
628.0,0.27815474888972047
634.0,0.4853524904939788
646.0,1.124321943367546
649.0,0.7377612046188852
651.0,0.6205461139530584
654.0,0.9044116361948584
656.0,-0.05958957829675854
657.0,-0.011014767858912144
661.0,0.45163332854617766
669.0,0.3075847926783996
670.0,0.861781714894361
693.0,0.462780695331278
694.0,0.3465909600483261
699.0,0.35063369943280565
711.0,0.08146217143716372
715.0,0.5586945669402503
718.0,0.37644463429051683
722.0,0.13187613191844372
723.0,0.44151324835342265
725.0,0.5219835540706602
734.0,0.8345305146791043
735.0,0.971825031949747
737.0,0.328834458222339
746.0,0.427703981909466
747.0,0.8036479770214366
