shot_id_number,is_goal
1.0,0.0
8.0,0.0
20.0,0.0
22.0,0.0
33.0,0.0
35.0,0.0
36.0,0.0
37.0,1.0
38.0,0.0
45.0,0.0
50.0,0.0
55.0,1.0
60.0,0.0
62.0,0.0
66.0,0.0
67.0,0.0
71.0,0.0
72.0,0.0
76.0,1.0
80.0,0.0
85.0,1.0
86.0,1.0
87.0,0.0
92.0,0.0
95.0,1.0
104.0,0.0
113.0,1.0
122.0,0.0
123.0,0.0
126.0,0.0
133.0,0.0
134.0,1.0
141.0,1.0
144.0,1.0
150.0,1.0
152.0,1.0
153.0,0.0
156.0,0.0
165.0,1.0
172.0,0.0
182.0,0.0
192.0,1.0
193.0,0.0
196.0,1.0
202.0,0.0
205.0,0.0
210.0,0.0
211.0,1.0
257.0,0.0
260.0,0.0
262.0,1.0
264.0,1.0
267.0,1.0
279.0,0.0
282.0,1.0
293.0,1.0
299.0,0.0
300.0,0.0
301.0,0.0
317.0,0.0
327.0,0.0
328.0,1.0
335.0,1.0
346.0,1.0
348.0,0.0
360.0,1.0
365.0,0.0
382.0,0.0
390.0,1.0
391.0,0.0
392.0,1.0
397.0,0.0
417.0,1.0
418.0,0.0
420.0,0.0
428.0,0.0
429.0,1.0
434.0,0.0
440.0,1.0
451.0,1.0
456.0,0.0
459.0,0.0
472.0,1.0
480.0,1.0
491.0,1.0
497.0,0.0
509.0,0.0
511.0,0.0
523.0,0.0
533.0,1.0
544.0,1.0
546.0,0.0
552.0,1.0
558.0,0.0
560.0,1.0
568.0,1.0
571.0,0.0
573.0,0.0
576.0,1.0
578.0,0.0
591.0,1.0
596.0,1.0
597.0,1.0
601.0,1.0
605.0,0.0
617.0,1.0
625.0,0.0
628.0,0.0
634.0,1.0
646.0,0.0
649.0,1.0
651.0,1.0
654.0,0.0
656.0,1.0
657.0,1.0
661.0,0.0
669.0,0.0
670.0,0.0
693.0,0.0
694.0,0.0
699.0,1.0
711.0,0.0
715.0,0.0
718.0,0.0
722.0,0.0
723.0,1.0
725.0,0.0
734.0,1.0
735.0,1.0
737.0,1.0
746.0,0.0
747.0,1.0
764.0,0.0
766.0,0.0
767.0,1.0
771.0,0.0
773.0,0.0
774.0,1.0
783.0,0.0
784.0,0.0
789.0,1.0
792.0,1.0
804.0,0.0
809.0,0.0
812.0,1.0
813.0,0.0
817.0,1.0
818.0,0.0
820.0,0.0
825.0,1.0
826.0,1.0
829.0,0.0
833.0,1.0
855.0,0.0
859.0,0.0
862.0,1.0
876.0,0.0
880.0,0.0
886.0,1.0
889.0,1.0
891.0,0.0
897.0,1.0
902.0,0.0
903.0,1.0
908.0,0.0
909.0,1.0
920.0,0.0
922.0,1.0
924.0,1.0
932.0,0.0
934.0,0.0
937.0,0.0
938.0,0.0
941.0,1.0
943.0,0.0
950.0,1.0
952.0,1.0
954.0,1.0
962.0,1.0
963.0,0.0
975.0,0.0
979.0,0.0
981.0,1.0
983.0,0.0
985.0,0.0
989.0,0.0
995.0,0.0
998.0,1.0
1008.0,1.0
1019.0,0.0
1023.0,1.0
1026.0,1.0
1029.0,1.0
1034.0,0.0
1036.0,0.0
1038.0,1.0
1039.0,0.0
1044.0,0.0
1049.0,0.0
1051.0,0.0
1062.0,1.0
1064.0,1.0
1066.0,0.0
1087.0,1.0
1092.0,1.0
1094.0,0.0
1098.0,1.0
1099.0,0.0
1102.0,0.0
1103.0,1.0
1118.0,1.0
1131.0,0.0
1133.0,0.0
1135.0,1.0
1138.0,0.0
1139.0,0.0
1141.0,1.0
1151.0,0.0
1152.0,1.0
1155.0,0.0
1157.0,0.0
1165.0,1.0
1167.0,0.0
1172.0,0.0
1174.0,1.0
1178.0,1.0
1180.0,0.0
1200.0,1.0
1202.0,0.0
1209.0,1.0
1227.0,0.0
1228.0,1.0
1229.0,0.0
1237.0,1.0
1256.0,0.0
1277.0,0.0
1279.0,1.0
1288.0,0.0
1290.0,0.0
1293.0,1.0
1295.0,0.0
1308.0,1.0
1315.0,0.0
1319.0,0.0
1320.0,0.0
1321.0,0.0
1322.0,1.0
1331.0,1.0
1334.0,1.0
1343.0,0.0
1348.0,1.0
1349.0,0.0
1351.0,1.0
1373.0,0.0
1375.0,1.0
1380.0,0.0
1382.0,0.0
1385.0,1.0
1387.0,0.0
1394.0,0.0
1399.0,0.0
1403.0,1.0
1409.0,1.0
1413.0,0.0
1425.0,1.0
1428.0,0.0
1434.0,1.0
1444.0,1.0
1448.0,0.0
1461.0,0.0
1466.0,0.0
1476.0,1.0
1478.0,1.0
1485.0,0.0
1491.0,1.0
1494.0,1.0
1495.0,0.0
1500.0,0.0
1501.0,0.0
1503.0,0.0
1519.0,0.0
1524.0,1.0
1529.0,1.0
1533.0,1.0
1538.0,0.0
1539.0,1.0
1545.0,0.0
1546.0,0.0
1555.0,1.0
1556.0,1.0
1558.0,1.0
1559.0,0.0
1561.0,0.0
1563.0,1.0
1565.0,0.0
1574.0,0.0
1581.0,1.0
1583.0,0.0
1591.0,1.0
1594.0,1.0
1605.0,0.0
1611.0,1.0
1614.0,1.0
1617.0,0.0
1620.0,0.0
1626.0,0.0
1628.0,1.0
1630.0,0.0
1632.0,0.0
1634.0,1.0
1643.0,0.0
1651.0,1.0
1654.0,1.0
1655.0,0.0
1658.0,0.0
1659.0,1.0
1665.0,0.0
1675.0,1.0
1690.0,0.0
1696.0,0.0
1714.0,1.0
1718.0,0.0
1721.0,1.0
1726.0,0.0
1728.0,1.0
1734.0,0.0
1735.0,1.0
1740.0,0.0
1744.0,0.0
1747.0,1.0
1752.0,0.0
1764.0,1.0
1765.0,1.0
1769.0,0.0
1770.0,0.0
1785.0,1.0
1787.0,0.0
1788.0,1.0
1793.0,0.0
1794.0,0.0
1800.0,0.0
1812.0,1.0
1826.0,1.0
1834.0,0.0
1843.0,0.0
1844.0,1.0
1848.0,1.0
1849.0,0.0
1860.0,1.0
1863.0,0.0
1875.0,1.0
1890.0,0.0
1892.0,1.0
1893.0,1.0
1897.0,0.0
1905.0,0.0
1908.0,0.0
1931.0,0.0
1940.0,1.0
1943.0,0.0
1947.0,0.0
1965.0,0.0
1967.0,1.0
1968.0,1.0
1972.0,1.0
1982.0,0.0
1985.0,1.0
2005.0,0.0
2010.0,1.0
2021.0,0.0
2024.0,1.0
2028.0,0.0
2035.0,0.0
2036.0,1.0
2043.0,1.0
2047.0,0.0
2049.0,1.0
2055.0,0.0
2065.0,0.0
2066.0,1.0
2070.0,0.0
2077.0,0.0
2081.0,1.0
2089.0,1.0
2095.0,1.0
2097.0,1.0
2100.0,0.0
2108.0,0.0
2112.0,0.0
2113.0,0.0
2120.0,1.0
2121.0,0.0
2139.0,1.0
2141.0,1.0
2144.0,0.0
2146.0,0.0
