shot_id_number,is_goal
1.0,0.4554989231607355
8.0,0.45552397540691786
20.0,0.45900435352728775
22.0,0.44413813443025096
33.0,0.45549820181347694
35.0,0.45450882730851083
36.0,0.4357389284416878
37.0,0.4613529457436457
38.0,0.4569071116746407
45.0,0.4552898764727269
50.0,0.4562043131837093
55.0,0.45955870989276854
60.0,0.4554989227928607
62.0,0.4554295822056462
66.0,0.32469498084233384
67.0,0.4552803301919636
71.0,0.45549892121772845
72.0,0.4435944886505095
76.0,0.45549868274526834
80.0,0.45549892321004437
85.0,0.4617928026365911
86.0,0.581104489139475
87.0,0.45504630474910807
92.0,0.4520273788506856
95.0,0.77963668579526
104.0,0.45549892321167196
113.0,0.45549884531538776
122.0,0.4554861861682226
123.0,0.4793435416801202
126.0,0.45531277931396696
133.0,0.4516575269896981
134.0,0.5305836607231627
141.0,0.6596443413685991
144.0,0.4554989229578401
150.0,0.480275968404015
152.0,0.45555373916873404
153.0,0.2954452385191896
156.0,0.45549892309643
165.0,0.44221184868290087
172.0,0.4554882807117179
182.0,0.45377060036959704
192.0,0.48489031877760785
193.0,0.45115004957610144
196.0,0.4554995696740883
202.0,0.4116501785057889
205.0,0.4551373739332771
210.0,0.45495474836546146
211.0,0.45415811787760363
257.0,0.45549892321165825
260.0,0.4504336274075302
262.0,0.45550273162209914
264.0,0.455498923211672
267.0,0.45551470621744405
279.0,0.46024364917696114
282.0,0.45549892321167196
293.0,0.45550608269061577
299.0,0.41986990221563714
300.0,0.4554963092864819
301.0,0.3131191203924574
317.0,0.4974211717862476
327.0,0.6127135927450655
328.0,0.455498978215572
335.0,0.4558278068819084
346.0,0.4938881324226789
348.0,0.45549892321167196
360.0,0.4672106226689579
365.0,0.4554989381940105
382.0,0.45549892320428664
390.0,0.4322103265335976
391.0,0.4498999426690978
392.0,0.4555017643437368
397.0,0.4609896012642458
417.0,0.45549205154952216
418.0,0.7741770993168964
420.0,0.40616316050221535
428.0,0.4539543223276866
429.0,0.4555020384283546
434.0,0.5334921202247653
440.0,0.6108600261545982
451.0,0.4553333578954935
456.0,0.44204187969592185
459.0,0.4589153740873767
472.0,0.4521338361948171
480.0,0.4554989232116798
491.0,0.4581027830799248
497.0,0.4554989100435236
509.0,0.45839927037687983
511.0,0.46748965003162507
523.0,0.40175487145076216
533.0,0.45775736097473607
544.0,0.4547217446360944
546.0,0.45342863303720754
552.0,0.46134380494121185
558.0,0.6998187765273989
560.0,0.48940038466394026
568.0,0.4581805060217337
571.0,0.4466233024969269
573.0,0.455708847478972
576.0,0.45549892321154856
578.0,0.4592645621185603
591.0,0.5579210372175418
596.0,0.4715026583614759
597.0,0.5394866220366751
601.0,0.45547644259787323
605.0,0.4428324108932914
617.0,0.455499649166455
625.0,0.4554988831731851
628.0,0.4554494995998101
634.0,0.4946039191929785
646.0,0.48233537501175644
649.0,0.5373328218974093
651.0,0.5218643684462323
654.0,0.45836569840924696
656.0,0.5003230421090702
657.0,0.4691919563852116
661.0,0.4554989231922406
669.0,0.4551668200248942
670.0,0.4630994840059226
693.0,0.4554989218015189
694.0,0.45549892321164837
699.0,0.45412434947673175
711.0,0.4559039233667322
715.0,0.45521502413639414
718.0,0.4238167912314954
722.0,0.45525302610664636
723.0,0.45549892321167196
725.0,0.4566013665732888
734.0,0.45559130651078333
735.0,0.4554152343759264
737.0,0.5110417928088056
746.0,0.4608552665233143
747.0,0.4513233225382764
764.0,0.4700232798032926
766.0,0.21511752591510724
767.0,0.7549081771059722
771.0,0.4255620508261123
773.0,0.4554989232116155
774.0,0.4559721004528289
783.0,0.45549819715990614
784.0,0.4494823070897474
789.0,0.48937548087682947
792.0,0.45549892358746064
804.0,0.45502163795263284
809.0,0.4554982039243493
812.0,0.45551180148415177
813.0,0.45549892279494464
817.0,0.4533515127935053
818.0,0.7093767810048424
820.0,0.4502823735124807
825.0,0.4554989227416952
826.0,0.525217894558573
829.0,0.4554988732326424
833.0,0.45522769995335693
855.0,0.4554152659835963
859.0,0.5211686069094554
862.0,0.4555078811856804
876.0,0.4554989235879763
880.0,0.41011860963271013
886.0,0.4802380104746059
889.0,0.4554984622812571
891.0,0.45567001498075776
897.0,0.4563686361002315
902.0,0.4550777317741241
903.0,0.45549892321167196
908.0,0.4554989212137411
909.0,0.4554989232116736
920.0,0.45549892321167074
922.0,0.4463151886110956
924.0,0.4555294392644381
932.0,0.45549892321161395
934.0,0.45550233586272443
937.0,0.455498923224173
938.0,0.43555824192401293
941.0,0.45549892354849053
943.0,0.4558565224214601
950.0,0.4554989271672326
952.0,0.45558469885834957
954.0,0.4568419857059127
962.0,0.45654083509750765
963.0,0.45549892326261043
975.0,0.4537823488712472
979.0,0.45418292606105143
981.0,0.4554989231946654
983.0,0.45549891977056517
985.0,0.45517363314696935
989.0,0.45543224578111396
995.0,0.4563796483301787
998.0,0.45510199872309265
1008.0,0.4555027516460603
1019.0,0.4587022331984157
1023.0,0.46207147978212654
1026.0,0.499766831103002
1029.0,0.45549666575598835
1034.0,0.4897609402339316
1036.0,0.45309846956678157
1038.0,0.45396191863556273
1039.0,0.4647558461056431
1044.0,0.4545535732273594
1049.0,0.455098530127523
1051.0,0.45549880283060323
1062.0,0.45538139039037007
1064.0,0.4554989228747133
1066.0,0.45549892143937404
1087.0,0.45553411094155105
1092.0,0.4543451990646293
1094.0,0.48305372002658253
1098.0,0.4561289344133647
1099.0,0.5039653686789087
1102.0,0.4284723898325886
1103.0,0.4557333972231399
1118.0,0.45549892371439266
1131.0,0.457674352614845
1133.0,0.45549891265153086
1135.0,0.45688887373542875
1138.0,0.45549137554863295
1139.0,0.4697644732786379
1141.0,0.45549892321167323
1151.0,0.45547637134810204
1152.0,0.4554994997347531
1155.0,0.5028380807519114
1157.0,0.4553498189690833
1165.0,0.4554989232115589
1167.0,0.45548190171260594
1172.0,0.6146866500598018
1174.0,0.45661014373071485
1178.0,0.45549892321165975
1180.0,0.45489610607135905
1200.0,0.45568505562597056
1202.0,0.4555203476580235
1209.0,0.4554898193148098
1227.0,0.45549882580295087
1228.0,0.45550617995955556
1229.0,0.5162797200105063
1237.0,0.4562253227868483
1256.0,0.45549892321784086
1277.0,0.4518503389991844
1279.0,0.4554989232116926
1288.0,0.2766098042070498
1290.0,0.45549892321167207
1293.0,0.4547834811270882
1295.0,0.4868290418078567
1308.0,0.4357334311130863
1315.0,0.45543683773733223
1319.0,0.4336939215881542
1320.0,0.4343018107725468
1321.0,0.21694062588963497
1322.0,0.45738387797191676
1331.0,0.4554989067761038
1334.0,0.45549892178486195
1343.0,0.45549904507791
1348.0,0.4554968355435403
1349.0,0.4554989165925662
1351.0,0.46968142529232365
1373.0,0.4554989232117761
1375.0,0.47392648161718
1380.0,0.45554146854405525
1382.0,0.42775450159179546
1385.0,0.4521621342943391
1387.0,0.3685451207349337
1394.0,0.45252192300671695
1399.0,0.4548738915983478
1403.0,0.45547613029339307
1409.0,0.4554989232116958
1413.0,0.4448227916424208
1425.0,0.4554989232688773
1428.0,0.4554787605001648
1434.0,0.455473678262495
1444.0,0.4574995777717049
1448.0,0.45549894616907033
1461.0,0.4065491213452118
1466.0,0.4362597516573207
1476.0,0.4554441318313868
1478.0,0.45548318374583946
1485.0,0.4554811089972086
1491.0,0.45527745004564585
1494.0,0.5156737580036036
1495.0,0.4509535506712099
1500.0,0.25927594329083165
1501.0,0.4554989122559158
1503.0,0.45549892193510566
1519.0,0.455747356288892
1524.0,0.45733610639870254
1529.0,0.45674690952066405
1533.0,0.45549892321166885
1538.0,0.4606019891495518
1539.0,0.6200283230827117
1545.0,0.455479685232735
1546.0,0.45470986354932696
1555.0,0.45550571844463744
1556.0,0.6075836569986497
1558.0,0.45549892321167196
1559.0,0.45541344834104347
1561.0,0.45549978808235525
1563.0,0.6482427675526876
1565.0,0.45581837888041155
1574.0,0.45541660427470065
1581.0,0.47755958803868737
1583.0,0.45549892321167196
1591.0,0.45549892321167196
1594.0,0.5036676573843696
1605.0,0.4555921424675533
1611.0,0.4554989232103705
1614.0,0.45563229992560267
1617.0,0.4554989243533403
1620.0,0.46970659692028555
1626.0,0.4466110680655848
1628.0,0.4553995838166063
1630.0,0.4554899605321994
1632.0,0.46415078561671946
1634.0,0.4740940760461041
1643.0,0.45549892317512314
1651.0,0.4554989166832159
1654.0,0.4557214168023945
1655.0,0.4554829588586553
1658.0,0.45460018040647027
1659.0,0.45549893638952493
1665.0,0.45549696992781596
1675.0,0.4541252600390669
1690.0,0.45549820137439834
1696.0,0.4460819463317856
1714.0,0.45549892321167207
1718.0,0.45471076768647656
1721.0,0.4554989519180741
1726.0,0.45318534563841617
1728.0,0.4588476085526195
1734.0,0.45551913105172986
1735.0,0.4554989230876615
1740.0,0.22767078415898168
1744.0,0.45529525021602
1747.0,0.45586174724690287
1752.0,0.45578917154299947
1764.0,0.4713676517479057
1765.0,0.4630023802616831
1769.0,0.44649918842298025
1770.0,0.4554989316690032
1785.0,0.45549892321393476
1787.0,0.45549904493600446
1788.0,0.44999493945334457
1793.0,0.4986813358125546
1794.0,0.4554443024692824
1800.0,0.4246461348068265
1812.0,0.4554729903638413
1826.0,0.4699050291943175
1834.0,0.4573189040026719
1843.0,0.4505016052590906
1844.0,0.45057379906240336
1848.0,0.4493630002834013
1849.0,0.4555116763836055
